company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"16241","VELUX Australia","NSW","Other / General Services","skylights-and-roof-windows","Skylights & Roof Windows","high","VELUX roof windows"
"5424","Sola Swim Pty Ltd","WA","Other / General Services","solar-hot-water-and-heat-pumps","Solar Hot Water & Heat Pumps","medium","Sola Swim pool solar heating"
"3690","Accel Energy Technologies","VIC","Other / General Services","solar-installation","Solar Installation","medium","energy technologies solar"
"16019","Accredited Power Saver","SA","Other / General Services","solar-installation","Solar Installation","low","power saver suggests solar energy"
"4596","AU SOLARFEED","QLD","Other / General Services","solar-installation","Solar Installation","low","Solarfeed, solar"
"13462","Australian Green Solution","VIC","Other / General Services","solar-installation","Solar Installation","low","Australian Green Solution energy"
"12528","Betta Value Renewable Energy [BVR Energy]","VIC","Other / General Services","solar-installation","Solar Installation","high","Renewable energy installer"
"4603","BioSolar","QLD","Other / General Services","solar-installation","Solar Installation","medium","BioSolar, solar"
"3699","BRIGHSUN NEW ENERGY PTY LTD","VIC","Other / General Services","solar-installation","Solar Installation","low","new energy company"
"5416","DNX Energy Pty Ltd","WA","Other / General Services","solar-installation","Solar Installation","low","DNX Energy solar/energy"
"12697","East Coast Energy Co Tasmania","TAS","Other / General Services","solar-installation","Solar Installation","medium","Energy company"
"13463","Energy Makeovers","VIC","Other / General Services","solar-installation","Solar Installation","medium","Energy efficiency makeovers"
"3700","Energy Matters","VIC","Other / General Services","solar-installation","Solar Installation","medium","energy matters solar"
"12540","Energy Saviours","VIC","Other / General Services","solar-installation","Solar Installation","medium","Energy Saviours"
"3696","Energy Smart National Office","VIC","Other / General Services","solar-installation","Solar Installation","low","energy smart solar"
"5422","Energy Visions","WA","Other / General Services","solar-installation","Solar Installation","low","Energy Visions solar/energy"
"3706","Future Energy Pty Ltd","VIC","Other / General Services","solar-installation","Solar Installation","medium","future energy solar"
"16366","Harvest Energy","TAS","Other / General Services","solar-installation","Solar Installation","medium","harvest energy services"
"3702","Infinity Power","VIC","Other / General Services","solar-installation","Solar Installation","low","infinity power energy"
"12517","Lightning Energy","VIC","Other / General Services","solar-installation","Solar Installation","high","Lightning Energy solar"
"6006","Living Energy Solutions","SA","Other / General Services","solar-installation","Solar Installation","low","living energy solutions, solar"
"12387","NRN","NSW","Other / General Services","solar-installation","Solar Installation","high","Renewable energy network"
"12666","Oslec Energy","SA","Other / General Services","solar-installation","Solar Installation","medium","Oslec Energy"
"12668","Panda Power","SA","Other / General Services","solar-installation","Solar Installation","medium","Panda Power energy"
"16352","Panel Plan Co","SA","Other / General Services","solar-installation","Solar Installation","low","panel plan solar"
"12610","Positive Energy Solutions","WA","Other / General Services","solar-installation","Solar Installation","medium","Positive Energy Solutions"
"16328","Schletter Australia Pty Ltd","NSW","Other / General Services","solar-installation","Solar Installation","medium","Schletter solar mounting systems"
"12491","Smart Commercial Energy","NSW","Other / General Services","solar-installation","Solar Installation","medium","Commercial energy services"
"16336","SMC Energy","WA","Other / General Services","solar-installation","Solar Installation","medium","SMC energy solar"
"16334","Solaire Connect","WA","Other / General Services","solar-installation","Solar Installation","high","solaire solar connect"
"5413","Solar4Eva","WA","Other / General Services","solar-installation","Solar Installation","high","Solar4Eva solar"
"16529","SolarArk","ACT","Other / General Services","solar-installation","Solar Installation","high","Solar company"
"16511","SolarArk Australia Pty Ltd","QLD","Other / General Services","solar-installation","Solar Installation","high","Solar company"
"3694","Solarkw","VIC","Other / General Services","solar-installation","Solar Installation","high","SolarKW solar"
"2707","Solarocean Pty Ltd","NSW","Other / General Services","solar-installation","Solar Installation","medium","Solarocean, solar"
"2714","Sun Connect","NSW","Other / General Services","solar-installation","Solar Installation","medium","Sun Connect, solar"
"3689","Sun Current","VIC","Other / General Services","solar-installation","Solar Installation","medium","solar current"
"3688","Sun Sollar Energy","VIC","Other / General Services","solar-installation","Solar Installation","medium","solar energy"
"3703","SunEdison Australia","VIC","Other / General Services","solar-installation","Solar Installation","high","SunEdison solar"
"12538","Sunrise Innovations","VIC","Other / General Services","solar-installation","Solar Installation","medium","Energy upgrade services"
"4598","SunSource Group","QLD","Other / General Services","solar-installation","Solar Installation","low","SunSource, solar"
"5427","Swan Energy Pty Ltd","WA","Other / General Services","solar-installation","Solar Installation","low","Swan Energy solar/energy"
"4600","Swift Energy","QLD","Other / General Services","solar-installation","Solar Installation","low","Swift Energy, solar"
"5998","Switched On Energy Solutions","SA","Other / General Services","solar-installation","Solar Installation","low","energy solutions likely solar"
"16364","Tasmanian Energy Company","TAS","Other / General Services","solar-installation","Solar Installation","low","energy company solar"
"16305","Think Renewable","NSW","Other / General Services","solar-installation","Solar Installation","medium","think renewable solar energy"
"12537","Ultima Energy","VIC","Other / General Services","solar-installation","Solar Installation","medium","Ultima Energy"
"3691","USolar","VIC","Other / General Services","solar-installation","Solar Installation","high","USolar solar"
"16353","Venus Energy","SA","Other / General Services","solar-installation","Solar Installation","medium","venus energy solar"
"12504","WINAICO Australia Pty Ltd","NSW","Other / General Services","solar-installation","Solar Installation","high","WINAICO solar panels"
"4597","Xpert Energy Pty Ltd","QLD","Other / General Services","solar-installation","Solar Installation","low","Xpert Energy, energy"
"2702","Yingli Green Energy Australia Pty Ltd","NSW","Other / General Services","solar-installation","Solar Installation","medium","Yingli Green Energy solar"
"10526","Advanced Steel Frames","SA","Other / General Services","steel-reinforcing","Steel Reinforcing","low","Steel frames"
"15616","Infinity Steel Fixers","VIC","Other / General Services","steel-reinforcing","Steel Reinforcing","high","Steel fixing services"
"10469","Steel Frames WA","WA","Other / General Services","steel-reinforcing","Steel Reinforcing","low","Steel frames"
"10310","Sydney Steel Frames","NSW","Other / General Services","steel-reinforcing","Steel Reinforcing","medium","Steel frames structural steel"
"14698","Top End Steel Fixing","NT","Other / General Services","steel-reinforcing","Steel Reinforcing","high","Steel fixing"
"13381","Adelaide Designer Stoneworks","SA","Other / General Services","stonemasonry","Stonemasonry","high","Sandstone bluestone supply, installation"
"13306","Brisbane Stone Company","QLD","Other / General Services","stonemasonry","Stonemasonry","high","Brisbane Stone Company"
"16625","Finlay's Stone","NT","Other / General Services","stonemasonry","Stonemasonry","medium","Stone business"
"16586","Kernowstone Perth","WA","Other / General Services","stonemasonry","Stonemasonry","medium","Kernowstone suggests stone"
"8549","Marble & Recon Repair Man","TAS","Other / General Services","stonemasonry","Stonemasonry","high","Stone surface repair restoration"
"4366","Outdoor Feature Stones","QLD","Other / General Services","stonemasonry","Stonemasonry","high","Outdoor feature stones"
"8508","Rocus Stone Repairs","WA","Other / General Services","stonemasonry","Stonemasonry","high","Stone repairs"
"15543","Sydney Stone Polishing","NSW","Other / General Services","stonemasonry","Stonemasonry","medium","Stone polishing"
"13327","The Stonemen","QLD","Other / General Services","stonemasonry","Stonemasonry","high","Stonemasonry and stone supply"
"3539","Victorian Stone & Restoration","VIC","Other / General Services","stonemasonry","Stonemasonry","medium","stone restoration"
"301","Wollombi Sandstone","NSW","Other / General Services","stonemasonry","Stonemasonry","high","Sandstone products supplier"
"6974","A Class Strata Service","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management service"
"1129","Abode Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management firm"
"5121","ALCA Southern Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata"
"5118","All About Strata Pty Ltd","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","All About Strata"
"148","Allan Dale Strata Pty Ltd","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata and property management"
"7364","Altus Group","WA","Other / General Services","strata-and-property-management","Strata & Property Management","low","commercial real estate analytics"
"1122","B Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","medium","strata management implied by name"
"150","Best Strata","SA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management business"
"1712","Body Corporation","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","body corporate management"
"147","Bright & Duggan Pty Ltd","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata and property services"
"14343","CBD Strata Managers","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata managers"
"14704","Colliers","NT","Other / General Services","strata-and-property-management","Strata & Property Management","medium","Colliers commercial property"
"3334","Community Living","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","low","Community Living, community management"
"1700","COMPASS STRATA PTY LTD","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management company"
"6583","Creative Property Solutions","TAS","Other / General Services","strata-and-property-management","Strata & Property Management","low","Property solutions"
"3145","DPS Property Services","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","low","DPS Property Services"
"1717","Eastern Strata Services","SA","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata services firm"
"3300","Essential Property Services","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","low","Essential Property Services"
"5117","Executive Strata & Villa Management","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management"
"6411","Exsto Management","TAS","Other / General Services","strata-and-property-management","Strata & Property Management","low","Management firm unclear"
"3360","Gellcon Facilities Management","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","medium","facilities management firm"
"4253","Home Unit Management Services","QLD","Other / General Services","strata-and-property-management","Strata & Property Management","high","Home unit/strata management"
"1722","HQ Management Pty Ltd","WA","Other / General Services","strata-and-property-management","Strata & Property Management","low","generic management, Perth strata likely"
"5110","i.fresh Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata"
"5116","Local Strata Services","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata services"
"1696","MaGrath Strata","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management firm"
"3104","Mayfair Facilities Management","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","medium","facilities management"
"3335","MBCM City","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","MBCM body corporate management"
"3340","MBCM Prahran","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","MBCM body corporate management"
"3330","MBCM South Melbourne","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","MBCM body corporate management"
"1702","Ncompass Management Pty Ltd","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","medium","management company, likely strata"
"10580","OCS Group","WA","Other / General Services","strata-and-property-management","Strata & Property Management","medium","Facilities management"
"1703","Owners - Strata Plan No. 74534 The","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","owners strata plan"
"1699","Owners Strata Plan","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","owners strata plan"
"5126","Personal Strata Services","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata services"
"3257","Platinum Industrial and Property Services","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","low","industrial and property services"
"3312","Property Returns","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","low","Property Returns"
"7144","Riverside Strata - NEW WEBSITE","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata facilities management"
"5127","Scarborough Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management"
"3328","SG Strata Managers","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","SG Strata Managers"
"141","Sky Living Strata","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management services"
"14273","Southern Strata Services","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management services"
"3354","Stefanie Carne Property Consulting","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","low","property consulting"
"5120","Strata Asset Services (WA) Pty Ltd","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management services"
"4246","Strata Care Australia Pty Ltd","QLD","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata Care management"
"1697","Strata Choice CBD","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management firm"
"7140","Strata Community & Facilities Management","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata facilities management"
"3337","Strata Community Australia (VIC)","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata Community Australia"
"1498","Strata Complete Pty Ltd","TAS","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management services"
"14341","Strata Integrity - Perth","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata services business"
"1713","Strata Master","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata property management described"
"7314","Strata Mediation Services","WA","Other / General Services","strata-and-property-management","Strata & Property Management","low","strata mediation, possibly strata-related"
"5128","Strata Personal Management","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management"
"1698","Strata Plan","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata plan management"
"1701","Strata Plan 69906","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata plan owners corporation"
"1706","Strata Plan 70319","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata plan owners corporation"
"1694","Strata Republic Pty Ltd","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","high","strata management firm"
"14275","Strata Town","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata management business"
"5115","Strata Town Pty Ltd","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata Town"
"1720","Stratacomm Management Services Pty Ltd","SA","Other / General Services","strata-and-property-management","Strata & Property Management","medium","strata management services"
"1707","Stratamark Pty Ltd","NSW","Other / General Services","strata-and-property-management","Strata & Property Management","medium","strata management firm"
"3333","StrataPrime Pty Ltd","VIC","Other / General Services","strata-and-property-management","Strata & Property Management","high","StrataPrime"
"7101","SVN | Commercial","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata commercial property management"
"7094","SVN | Strata","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata property management"
"5113","The Owners Of Strata Plan 51326","WA","Other / General Services","strata-and-property-management","Strata & Property Management","medium","Owners of strata plan"
"5122","The Strata Centre","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata Centre"
"5123","WA Strata Group","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata Group"
"7129","Westralian Strata Services","WA","Other / General Services","strata-and-property-management","Strata & Property Management","high","Strata services provider"
"10373","Barra Steel Vic Pty Ltd - Dandenong South","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Steel company"
"10426","Central Steel Build","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","high","Custom steel structures"
"15622","CM Steel","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","CM Steel"
"15609","Cumberland Steel Botany Pty Ltd.","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Cumberland Steel"
"15615","Dowcon Steel","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Dowcon Steel"
"10319","ESP Steel - Steel Rigging Sydney","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel rigging"
"16449","Future Steel","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","future steel fabrication"
"15660","General steel frame","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","General steel frame"
"15626","Harding Steel","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Harding Steel"
"15621","Hoodlum Engineering Pty Ltd","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Hoodlum Engineering, steel"
"15619","Hume Steel Engineering","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel engineering"
"10410","iFab Steel","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Steel fabrication"
"15650","Innovate Structural","SA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Innovate Structural"
"10498","Innovate Structural Pty Ltd","SA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Structural company"
"1918","Q Steel","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","steel supplier/fabricator"
"1619","Safe Link Structures","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","name suggests structural steel"
"15637","SFT Steel Frames Trusses","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel frames and trusses"
"15632","Simmonds Steel","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Simmonds Steel"
"10381","Spartan Steel Co","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Steel company"
"15639","Square Steel","SA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Square Steel"
"15656","SR Steel","ACT","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","SR Steel"
"15631","Steel Concepts","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel Concepts"
"10471","Steel Mission","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Steel company"
"15633","Steelworx Engineering","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steelworx Engineering"
"10348","Superb Steel Scheduling Pty Ltd","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Steel scheduling"
"10306","Sydney Steel Projects PTY LTD","NSW","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel projects"
"5042","Tasbeam Pty Ltd","QLD","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","low","Tasbeam implies steel beams"
"15638","Techsteel","WA","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","high","Custom steel frames, sheds"
"15623","Truline Engineering","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Truline Engineering steel"
"10404","Victoria Steel Works","VIC","Other / General Services","structural-steel-fabrication","Structural Steel Fabrication","medium","Steel fabrication"
"5823","Cost Management Partnership Pty Ltd","SA","Other / General Services","surveying","Surveying","medium","Cost management, quantity surveying"
"3313","Herron Todd White","VIC","Other / General Services","surveying","Surveying","medium","Herron Todd White, valuers"
"11473","Land Services SA","SA","Other / General Services","surveying","Surveying","low","Land services, likely surveying"
"1655","Measure Manage","WA","Other / General Services","surveying","Surveying","low","measure suggests quantity surveying"
"244","Northcroft (Australia) Pty Ltd","NSW","Other / General Services","surveying","Surveying","low","Likely quantity surveyors consultancy"
"11507","Protech Underground Asset Locations","TAS","Other / General Services","surveying","Surveying","medium","Underground asset locations"
"14107","Realserve Pty Ltd","ACT","Other / General Services","surveying","Surveying","low","Realserve property measurement likely"
"4282","ROSS Planning Pty Ltd","QLD","Other / General Services","surveying","Surveying","low","Ross Planning, planning/surveying likely"
"1139","Subsurface Detection","WA","Other / General Services","surveying","Surveying","medium","service location and mapping"
"5816","Tax Depreciation Specialists","SA","Other / General Services","surveying","Surveying","medium","Tax depreciation, quantity surveying"
"14266","Total Scan & Survey Australia","WA","Other / General Services","surveying","Surveying","medium","Scanning and survey services"
"128","Wilde And Woollard","QLD","Other / General Services","surveying","Surveying","low","Quantity surveyors firm"
"11304","Fluidra Australia - Smithfield","NSW","Other / General Services","swimming-pool-construction","Swimming Pool Construction","medium","Pool and wellness company"
"8629","NT Pools","NT","Other / General Services","swimming-pool-construction","Swimming Pool Construction","medium","NT pools business"
"1365","Sahara Pools Pty Ltd","SA","Other / General Services","swimming-pool-construction","Swimming Pool Construction","medium","pools business"
"14901","The Pool Renovators","TAS","Other / General Services","swimming-pool-construction","Swimming Pool Construction","high","Pool renovators"
"15151","Best Marble & Tile Care","SA","Other / General Services","tile-and-grout-cleaning","Tile & Grout Cleaning","high","Marble and tile care"
"15095","Tile Maintenance Melbourne","VIC","Other / General Services","tile-and-grout-cleaning","Tile & Grout Cleaning","high","Tile maintenance"
"15090","Tile Restoration Australia","VIC","Other / General Services","tile-and-grout-cleaning","Tile & Grout Cleaning","high","Tile restoration"
"5510","A Golden Slate","WA","Other / General Services","tiling","Tiling","medium","Golden Slate tiling/slate"
"3905","All Ceramics Pty Ltd","VIC","Other / General Services","tiling","Tiling","medium","All Ceramics, ceramic tiling"
"13277","C&S - Wall and Floor Specialists","VIC","Other / General Services","tiling","Tiling","medium","Wall and floor specialists"
"2943","Classic Tiles Pty Ltd","NSW","Other / General Services","tiling","Tiling","high","Classic tiles"
"3907","Daniel O'Callaghan Tiles and Stone","VIC","Other / General Services","tiling","Tiling","high","tiles and stone"
"9188","Dilush Tile and Stone Pty Ltd","SA","Other / General Services","tiling","Tiling","medium","Tile and stone"
"5506","Direct Fixing Pty Ltd","WA","Other / General Services","tiling","Tiling","medium","Direct Fixing tiling/fixing"
"5519","Icetiles","WA","Other / General Services","tiling","Tiling","medium","Icetiles tiling"
"5520","Odin Ceramics","WA","Other / General Services","tiling","Tiling","medium","Odin Ceramics tiling"
"2941","Purcell Tiles Pty Ltd","NSW","Other / General Services","tiling","Tiling","high","Tiles business"
"2947","Ross-Vince Tiles","NSW","Other / General Services","tiling","Tiling","high","Tiles business"
"15176","The Zaid Tilling and Stone Services","ACT","Other / General Services","tiling","Tiling","high","Tiling and stone services"
"3226","TILE CULTURE","NSW","Other / General Services","tiling","Tiling","medium","Tile Culture, tiles"
"6116","Tile Perfection","SA","Other / General Services","tiling","Tiling","medium","tile perfection, tiling"
"2942","Tile Solution NSW Pty Ltd","NSW","Other / General Services","tiling","Tiling","high","Tile solution"
"5499","Tile Tech","WA","Other / General Services","tiling","Tiling","medium","Tile Tech tiling"
"6117","Total Commercial Ceramics Pty Ltd","SA","Other / General Services","tiling","Tiling","medium","commercial ceramics tiling"
"5509","Unique Tile Installation","WA","Other / General Services","tiling","Tiling","high","Unique Tile Installation"
"4767","Versatile Ceramic & Stone","QLD","Other / General Services","tiling","Tiling","medium","Ceramic and stone tiling"
"6169","Victor Harbor Tiles By Design","SA","Other / General Services","tiling","Tiling","high","tiles by design"
"3882","Voir Tile","VIC","Other / General Services","tiling","Tiling","medium","Voir Tile, tiling"
"15202","WE Tile","NT","Other / General Services","tiling","Tiling","medium","WE Tile tiling"
"6342","13004Trees","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","13004Trees tree services"
"754","A.B Arbor Care","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Arbor care tree services"
"4879","A1 Tree & Garden","QLD","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree and garden services"
"6224","Adelaide Family Tree & Stump Removal","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","tree and stump removal"
"3057","Affordable Tree & Stump Removal","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree stump removal"
"4882","All Areas Tree Solutions","QLD","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree solutions"
"4878","Arbor Operations","QLD","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Arbor implies arborist"
"5615","Arbor Plus","WA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Arbor Plus arborist"
"4014","ArborReport Victoria","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","medium","ArborReport, arborist"
"756","Beneficial Tree Care","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree care services"
"3058","Birds Tree Consultancy","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Arboricultural consultancy"
"6237","BOSS Tree & Stump Services","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","tree and stump services"
"4881","East Coast Tree & Land Care","QLD","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree and land care"
"3056","Greens Arbor Solutions","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Arbor solutions"
"4023","HILLSIDE TREE CARE","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Hillside Tree Care"
"4880","Holistic Tree Management","QLD","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree management"
"3052","Integrated Vegetation Management","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Vegetation management"
"3054","MacKay Tree Management","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree management"
"3053","Mr Treeman Pty Ltd","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Treeman tree services"
"6225","Old Growth Arboriculture","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","arboriculture"
"4010","Professional Tree Care Services","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","tree care, removal"
"1442","Seaview Tree & Stump Service","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","tree and stump service"
"3051","The Ents","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","low","Ents trees likely"
"6657","Tree Way Is The Right Way","TAS","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree felling removal"
"4017","Treespan","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","low","Treespan, arborist"
"4024","Treetec","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","medium","Treetec, arborist"
"6226","Treevolution Arboricultural Consultants","SA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","arboricultural consultants"
"3055","Urban Forestry Australia","NSW","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Urban forestry"
"757","Woodstock Tree and Stump Removal","VIC","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","high","Tree and stump removal"
"5616","Woody Weed Whackers","WA","Other / General Services","tree-services-and-arborists","Tree Services & Arborists","medium","Weed Whackers tree/garden"
"6335","Termiturf","SA","Other / General Services","turf-and-synthetic-grass","Turf & Synthetic Grass","medium","Termiturf synthetic turf"
"3761","A'Vard Industries Pty Ltd","VIC","Other / General Services","ventilation","Ventilation","low","industries, likely rangehood/ducting"
"3760","Australian Rangehood Installation","VIC","Other / General Services","ventilation","Ventilation","medium","rangehood installation, ventilation"
"3769","Duo-Duct Fittings","VIC","Other / General Services","ventilation","Ventilation","medium","duct fittings, ventilation"
"4668","Expel Exhaust Fans Pty Ltd","QLD","Other / General Services","ventilation","Ventilation","high","Exhaust fan installations"
"4651","Fans Direct","QLD","Other / General Services","ventilation","Ventilation","medium","Fans Direct, ventilation"
"4666","Holyoake Ind (Qld) Pty Ltd","QLD","Other / General Services","ventilation","Ventilation","medium","Air management solutions"
"13176","iAir Fans","NT","Other / General Services","ventilation","Ventilation","medium","Fans supplier, airflow"
"6572","Leemac-Ducted Rangehoods","TAS","Other / General Services","ventilation","Ventilation","medium","Ducted rangehoods"
"2782","National Exhaust Fans","NSW","Other / General Services","ventilation","Ventilation","high","Exhaust fans ventilation"
"13112","Rangehood Installation and Ducting Services Pty Ltd","QLD","Other / General Services","ventilation","Ventilation","high","Rangehood and ducting services"
"2775","Silenceair","NSW","Other / General Services","ventilation","Ventilation","medium","Silent air ventilation product"
"16523","Universal Tile Ventilators","ACT","Other / General Services","ventilation","Ventilation","high","Tile ventilators"
"3764","Ventilated Shelving Systems","VIC","Other / General Services","ventilation","Ventilation","low","ventilated shelving systems"
"6046","Ventum Air Management","SA","Other / General Services","ventilation","Ventilation","medium","air management/ventilation"
"4649","Windworker Ventilators","QLD","Other / General Services","ventilation","Ventilation","medium","Windworker Ventilators"
"3762","Zkleen Rangehood filters","VIC","Other / General Services","ventilation","Ventilation","medium","rangehood filters cleaning"
"6396","A. AABAAA Rubbish Removed","SA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Rubbish removal"
"6393","Adelaide Rubbish - hard rubbish collection","SA","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","Hard rubbish collection"
"3244","All Things Rubbish","NSW","Other / General Services","waste-and-rubbish-removal","Waste & Rubbish Removal","high","All Things Rubbish, rubbish removal"
